,tweet,label
1096,biasa kalau lagi ada masalah ada teman cerita entah kenapa sekarang jadi susah sedang benar lelah suruh bikin sanlat tapi mikir sendiri dari hulu ke hilir walaupun dibantuin satu bapak tapi dia sibuk kerja,0
1097,hal terbege lama minggu ini adalah saya sudah hidup alarm di jam weker dan jam hp namun saya hanya bangun untuk mati lalu tidur kembali dan ujung bangun siang oke syap,0
1098,terbege lagi adalah tadi sudah alarm jam tengah sudah keluar kamar buat bangunin teman eh temennya tidak bangun terus ke kamar lagi eh tidur bangun pas adzan subuh belum sahur oke syap,0
1099,tidak perlu minta maaf juga kalik beda perspektif mah wajar yang lebay mah ngapus twit neg bukan bela simic juga tapi slama vv tidak lapor pulisi bhwa dia sudah jadi korban leceh mah itu masih tetap urus private mereka bdua di dm bagaimana awa,0
1100,bikin status d sosmed cuma ngejelekin pacarna-cewek macam apa itu gilir d beri hadiah di ajak jalan tidak d bikin status muntahin ajan,0
1101,kabar baik ku pagi ini dapat tagih uang giat sekolah kamu tahun dan umum naik spp hmm ukk nya saja belum selesai baik lebaran tidak sah jajan n jalan rumah sajah,0
1102,salah sekali sudah pagi play hourglass yaampun akan mellow hari wanna one saya capai missqueen tapi kalau pikir pisah sama kalian tuh ewhh,0
1103,kok ngabalin di sebut tokoh tidak salah tuh hidung tambah gede nanti toko sorban kali ya,0
1104,perempuan macam mana lah yang opini bisa goblok itu astaga banyak kasih free ke cowok lain kali ya jadi b saja begitu gila sih kesal baca saya,0
1105,birthday sari all the best sehat selalu sukses cita cinta moga sari dan keluarga selalu lindung tuhan amin,1
1106,tinggal my partner mudik fight sendiri terus jadi tiap malam tapi alhamdulillah ada saja yang bantuin gooks maksi bet brother free kopi dulu yak,1
1107,ri siap naik harga bbm memang rakyat mau apa kalau bbm naik mau beli sukur tidak beli ya serah mau demo silah jika ingin ciduk pmrintah kok lawan,0
1108,sedang jadi orang teman yang pas kuliah dulu sering sangat ngatain jokowi perintah ini itu lah jokowi ini itu ngechat saya dan tanya gimana sih tipsnya biar lolos tes cpns,0
1109,ku syukur pas nonton fm boleh ngerekam pakai hp yang tidak boleh kamera professional saja wkwkwkkw tengkyu mecima bando juga suruh lepas semua yang sebal ya hanya orang yang ngerekam tidak pakai hati saja tidak usah ngerekam lewatin tinggi kepala kamu kali serakah amat,0
1110,bentar bung saya bahak dulu hahahahaha ini gempa lokal bung jadi potensi tsunami juga tsunami lokal tidak perlu risau,1
1111,kamu ngehujat dia sama saja kamu biar sexual harassment rajalela goblok dilecehin malah suruh marah tolak maki ya tidak mempan buat laku sexual harassment yang laku via vallen pengaruh karir si simic ya sudah resiko simic lah goblok,0
1112,ajar juga buat para main bola yang lain biar kamu tidak sembarang sama perempuan tidak usah asa kalian punya kontol paling bagus di dunya ini sehingga kalyan bebas itu rasa tak ada perempuan yang bisa tolak apalagi speak up ketika rasa leceh kalyan,0
1113,terkadang dekat dengan sahabat pacar itu perlu untuk dar curhat kalau lagi tengkar kan ya -sofi tahun- nah tapi pacar teman saya kadang curhatnya suka tidak tahu diri kesal sama pacar saya yang marah ku sleding juga kelen nanti,0
1114,semua warga ntt suka atau tidak tentu banyak antara kita tak tuju klaim pihak tak pantas dari di bagai tuhan nusa tenggara timur malah caci maki karena berani kritisi timses vbl amp,0
1115,puncak marah paling tinggi bukan lagi maki namun ketika orang tidak peduli sama sekali bahkan saat kamu coba cari perhati dia sudah tidak mau tahu sedikit pun,0
1116,bulan puasa di jepang ku minta masak untuk buka makan indonesia hasil imam dari pakistan bbrpa jamaah minta tambah untuk sahurrrr,1
1117,tok sedikit langsung kereboot otomatis bbnya kalau sudah terlalu lelet dan nekan apa tidak bisa ya jalan satu nya copot batrenya biar restart lagi produk gagal memang itu merk tapi di masa ramai pula yang bondong untuk beli hp itu hany,0
1118,banyak mnm air putih malam ini y ma kalau bisa tambahkn garam sedikit supaya tensi mama naik abs tuh langsung istrahat saja lh y besok pagi mama check up k dokter supaya lebih pst diagnosa n pengobatanny get well soon y sayang,1
1119,habit acak daulat nkri lalu kabur ini to yang bilang rendah hati dari sudut mana kecoak ini mel,0
1120,yah padahal asik main nexian messenger nxm dulu juga sempet chatingan bareng raditya dika wlwlw habis nexian koid terus alih mana bebe,1
1121,benar tidak ada yang salah yang salah cuma moodku lagi tidak bagus jadi semua lihat tidak benar dari dulu selalu saja moodku yang suka ubah ini yang jadi masalah,0
1122,i want bb ku yang lama balik the bb kepler putih saya cuma mau liat chat history ku waktu kelas cuma mau baca ulang sekali lagi saja tidak apa i wanna know what did i miss,0
1123,warga pak jalan di daerah kami rusak parah tolong baik perintah sudah ada yang celaka belum gara-gara jalan rusak warga belum ada perintah kalau begitu tunggu saja dulu sampai ada yang celaka,0
1124,suara untuk tahun jangan harap suara kami jika para dewan dukung bubar kpk lebih baik bubar dpr,0
1125,yang ngeselin lagi ini kalau ada klien tanya fee jawab benar lalu kaget lah elu bayar dokter cuma konsul hitung menit rela bayar mahal lah sama psikolog mana ada konsul cuma - menit jam saja sudah bagus kalau ketemu akar masalah hhhh,0
1126,ngapain juga repot cari jawab kalau tidak sudah cukup tidak usah dijelasin macem orang kalau sudah benci tutup itu mata dan telinga urus begitu saja kok repot,0
1127,dari pada update kesal kesel mending update resep makan buat buka dan sahur tapi nanti takut jadi ada yang kesal negatifthinking astaghfirullah,0
1128,maka a jangan ngatain orang kalau gmau dikatain jaga tuh oceh gilir dikatain bla bla bla baca tuh sapa yang ngatain,0
1129,ensenang indramayu pakdhe moga ada pintu tol yang dekat dengan pusat kota indramayu untuk mudah akses tol cipali indramayu lalu tol cipali tapi warga sulit untuk bisa nikmat last but not least saja klalen mangan pindang gombyang ndas manyung pakdhe,1
1130,tolong dong tingkat lagi layan gara kurir tidak masuk paket jadi telat di antar lagi lagi yang masalah itu jnt cabang paskal bandung ini sih gara olshopnya cuma ada jnt kalau ada kirim lain ogah pakai jnt layan selal,0
1131,terlalu banyak salah yang sudah saya buat untuk alm hingga jelang ajal pun saya masih bentak dan marah pada beliau moga beliau sudi maaf saya,0
1132,memang goblok kamu ini kafir saya bilang masyumi vs pki zaman soekarno soekarno yang bubar masyumi zaman soeharto masyumi di izin kembali he anjiang rok ang lai bisa baco ang jiang,0
1133,foto bareng di nikah teman bareng pakboss juga ngeliat si mas makin kurus dan lihat sedang sakit selang bulan chat dia perihal kerja and he said lagi sakit dan rawat di rs,0
1134,bung ini saya saya i jago bagai komentator dan analis bal-balan salah satu yang baik di sini tapi nalar dan logika soal harrasment ke via vallen dangkal picik dan malu betul,0
1135,sukarno yang bubar masyumi lai jaleh dek ang jiang masyumi vs pki sukarno bela pki zaman si jok atau bos mega anak sukarno bubar hati alas sama waktu bubar masyumi,0
1136,bung ini saya aku jago bagai komentator dan analis bal-balan salah satu yang baik di sini tapi nalar dan logika soal harrasment ke via vallen dangkal picik dan malu betul,0
1137,pulang sekolah ceplokin terus mam bakso saja sudah cukup dulu mah sesimple itu boro mau ada pansos an era ig jadi ajang hebat an ini kamu bikin otak remaja tidak sehat,0
1138,good job jadwal kereta arah bogor sangat beranta harus tidak seperti ini di jam gin,0
1139,kalau ingat hari itu worst sangat sih betul memang lagi usaha buka hati buat orang lain karena yaduuu capai sangat tunggu orang tahun tidak dapat eh sekali dapat apes part,0
1140,btw kemarin senin aing tolol sekali lagi ngantri di starbucks mbak nya panggil atas nama kak roy aing tertawa ketika depan orang lain nanaon ieumah keinget roy kiyoshi,0
1141,harus kamu ajar dari kasus lama kamu untung itu tidak usut harus kamu kapok dan ajar dari temen-temen kamu yang sudah rasa jatuh,0
1142,teman ruang bilang mas ini ada benjol cuma di saraf kepala dan lusa telah dapat kabar di iccu dia akhir pindah ke awat dan baru tahu si mas kena meningitis,0
1143,sedi saya tuh baca in komennya pada jahat sangat antara mau nyumpahin biar pada rasa tapi kesiannnn karena ya digituin memang tidak enak mau tahu asa saya telah jadi itu langsung rasa tidak harga tidak baik malu minder dan masih banyak lagi apalagi memang aing orgnya trauma,0
1144,nah maksud yang dilecehin verbal mirip awak dan mbak via vallen saja bisa marah dan semalu itu apalagi yang sudah sampai tahap perkosa ya makanya biar tidak sampai tahap akhir itu siapa memang harus berani speak up mau kecil apa tindak leceh biar laku pada mulai mikir,0
1145,selalu sinis dan tegur kumpul bapak di kelas doktoral saya kalau sudah jokes sexual yang arah harassment or abuse really tidak ada korelasi deh sekolah tinggi sama perilaku ini,0
1146,saya ingat ketika kita masih saling canda tertawa kisah kita tulis dalam carik kenang paling harga kamu dan saya sama dalam satu kata -cinta tapi sayang lagi semua hanya kenang yang tak mungkin ulang terimakas,0
1147,pancasila diuangin thr dipaksain didik dijualin otak dikandangin kampus disatronin periode dibatalin,0
1148,benar baca komen-komen di ig via vallen jadi macam miniatur mentalitas bagi orang indonesia dalam sikap leceh seksual baik verbal atau fisik,0
1149,kesal bet sama pak sekdes ribuuuut minta kirim foto batik pas sudah kirim malah tidak buka - - males sekali mau buka chat yang lain terlalu banyak,0
1150,yah arti saya dosa dong masalah nyokap saya kalau suruh guaa beli kopi tidak ditanyain kmbaliannya yaudah saya inisiatif saja tabungin,0
1151,and ya ini sama kasus gitasav juga sih same case different reaction saja d kasus gitasav orang salah fokus sama cara gitasav ngerespon helm tapi d kasus via ada juga sih yang salah fokus sama grammatical error nya via sempet sangat sih,0
1152,yailah saya kira kerja hari ini nyata tanggal terus sudah di tempat kerja bengong dong kok gedung pakai graduation kampret kan saya sudah dandan,0
1153,system sudah canggih n inovasi baru lagi yang kita lihat dengan sgl mudah untuk rakyat terima kasih pak jojowi n tims kabinet sukses selalu n sehat,1
1154,well jujur saya keluar air mata waktu dengar kabar ini bakal bubar banyak kesan yang bisa saya dapat sini bisa tertawa bareng bareng diskusi sama yah walaupun batas chat di group line tidak ada sepah sepuh fans sini karena semua sama dan tuju,0
1155,tidak ada guna pit against another women utama yang sudah dapat laku tidak senang mungkin dulu wanita tidak punya hati dan empati ini juga leceh namun instead of dia lawan malah anggap senang shame on them,0
1156,dear wanita yang anggap speak upnya via vallen itu norak kampung benar mungkin anda itu yang patut kasihan karena mungkin anda dulu pernah leceh namun karena anda tidak berani speak up nah nobody cares for you its your own fault and dont blame others for your lack of empathy,0
1157,ini kenapa jadi kesan jadi via vallen vs persija sih ini wanita vs sexual harassment oii jangan malah bikin kesan persija dukung sexual harassment simic memang ngawur dan layak dapat ganjar tapi saya yakin karir bola tidak bakal ke ganggu uno saja tetap jadi wagub kan,0
1158,anda jokowi kalah sudah pasti hati bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yang minoritas tekan mending pisah diri dari nkri untuk itu harus tetapjokowi,0
1159,sedih mereka putus mantan paling asoy mereka ngebuktiin kalau cewek cowok baik saling sayang type masing tapi bisa saja udahan hubung kalau sudah tidak cocok tidak harus ada yang salah,0
1160,yang saya kenal sudah nikah itu anak listrik mantan temenku sih dan sudah punya anak sedang ku mas nunggu wisuda ini memang sudah pada masa nikah atau begimana si yak,0
1161,tunggu drama lanjut kalau perlu pakai jasa bocah yang masih polos orang lanjut usia fakir miskin plus adegan peluk dan tangis,0
1162,jahat sekali mbak moga mbak tidak jadi korban sexual harrasment juga yaa mbak biar tidak rasa bagaimana rasa di leceh wah kesal baca ingin bilang tolol ke si mbak,0
1163,ya allah tuhan ku saya tidak kuat baca komentar tentang via vallen di akun doi sama gosip ig rasa mau nang saja rasa liat akun cowok pada enteng sangat nganggep masalah yang cewek bisa tega itu julidnya,0
1164,logika saja kata tapi tweetnya muter-muter di situ saja pakai banding nikita mirzani dan dp lagi yaelah kecoak terbang,0
1165,lorenzo sudah cukup puas bisa lakuin sesuatu yang rossi tidak bisa yaitu juara sama ducati tahun depan ke honda untuk bisa juara di pabrikan syukur bisa juara dunia lagi,1
1166,hati loh rek gemeter gimana begitu nontonya palagi cermat lirik begini yang tidak punya rasa arema sejati mah tak rasain,0
1167,kurang rakus apa kita masih belum datang piza laginadianti,1
1168,iya ya kok saya bodoh si dana jatuh lubang yang sama wkwk tidak-kuat nih saya begini terus capai,0
1169,jengjeng nyanyi pakai okulele simak oh simak susah amat sih lu- -,0
1170,godan shoping yang kutuk kesal,0
1171,hahahaha alay kamu ngancem nya ngereport spam segala,0
1172,anak nevolone marah grgr anton,0
1173,kurang erti bisa cinta bisa juga benci namun tidak-pernah mau kenal,0
1174,pasti donk semangat ya finis muda ajar ict nya olvyt,1
1175,sore kak rica sudah makan kan d semangat terus ya kak,1
1176,amin mokasih yo enak selamat ulang tahun da ade sukses selalu d,1
1177,hore hihi moment sekali ye capai sih tapi senang,1
1178,haha iya deh sudah tidur saja p bagen sehat wkwk,1
1179,punya tiket gratis nonton di blitz tapi tidak-ada yang ngajakin nonton ginidah angus,0
1180,habis manis sepah buang ngomongnya manis ujung cuma drama saja,0
1181,malam ada tonton belah saya pas lagu parklife dia sing along-nya benar wasweswoswasweswos parklife,1
1182,oke terima kasih,1
1183,alhamdulilah tmksh tiara kamu to cantik dart ava oy,1
1184,dari dulu saya pacar cuma dapat rugi dan sekarang sudah bayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil,1
1185,oke lupain saya saja ya urusin adik an kamu saja gih,0
1186,lagu ini kayak lagi hits sangat memang enak sih ensenang just give me a reason by p nk at kara s rom,1
1187,hayuk ah ikut biar ramai liat acara waisak ikut,1
1188,udara dukung sangat buat makan abis itu tidur hoam o,1
1189,samasama ya makasih makasih fans selamat jadi anak rumah d,1
1190,selamat sore raper tampan,1
1191,mkasih aji selamat ulang tahun,1
1192,ini wasit kemarin pimpin nya bagus sekarang apan,0
1193,enak sekali apalagi bin saya bakso d makan bakso yang pedas sangat enak kali ya,1
1194,wkwk oke baik d,1
1195,oh yang sabar ya video anime saya ran banyak sangat yang ke apus,0
1196,salah saya apa ya hm- -,0
1197,sakit memang lepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita tahan dengan orang yang salah ouw,0
1198,yaelah cuma beb an saja lagi kalau cowok saya beb an tapi saya tahu itu cuma temenan saya coba ngerti kenapa sih kamu dendam sangat sama saya,0
1199,sekarang mah belum bisa nyengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kaya tidak- begitu suatu sat saya bahagia,0
1200,hehe iya masih sakit fir - -,0
1201,ngotak tidak-usah pakai emosi egois bngst,0
1202,nungu bis hahaha tidak-enak tol kebon jeruk - tomang,0
1203,haha makanya jujur ay jangan bohong haha jangan satu bohong di jual lagi hayo,0
1204,lawan saya mah pasti menang saya nya ta tidak-enak p,1
1205,makan salah tidak-makan juga lebih salah mau apa sih nih tengorokan - -,0
1206,teman kamu yang sudah nusuk kamu dari blkang malah alem anda mulut saya bocor sudah tengkar kali kamu ber sayngnya saya gabakat ngadu an - -,0
1207,dunia ini memang keras kalau hadap dengan lembek ya tidak-usah hidup,0
1208,jauh dalam hati saya cemburu dengan dekat kamu sama dia that s great kep positive thinking,0
1209,sifat kamu itu buruk sekali,0
1210,hapy weding sri rori jadi keluarga kecil di dalam tuhan god bles us,1
1211,iya kamu orang egois,0
1212,kamu kalau jadi cewek jan ingin tahu kenapa ah dweilah apansi ha apan o cukup,0
1213,percuma balik jakarta bilang juga tidak-ada yang ajak main pas di jogja saja banyak yang ajak main pas saya sini mana bacot kamu saja,0
1214,gagal aniv yaks sabar ya jangan galau,0
1215,tft nur indah wkwkwk senang y d,1
1216,enak dong enak tuh p hapy lunch late,1
1217,hanya kamu yang bisa buat saya jadi gila buat saya jatuh cinta karena tak ada yang lain seperti,1
1218,yang penting tidak-ngejer cowok orang yeh padahal sudah jls tolak mentah,0
1219,okok yung eciye seperti mau curhat sms saja ya wahaha tragedi apa ini serius amat seperti,1
1220,tidak-enak sangat bada ingin pulang tapi kerjan masih banyak ya,0
1221,umur tahun omong kaya tante tahun - -gue lebih suka sama bocah sd yang masih culun dan polos,0
1222,pusing guweh,0
1223,rekam hancur sudah si otak jongkok sok pintar,0
1224,di komix saja haha iya nih hahaha d batuk bu aji aha uhuk d sepi tanpa kamu,0
1225,niruin sistem sekolah lain tidak-kreatif amat jadi sekolah terlalu norak sih ya apa selalu pakai ungulan baru ngeliat ungulan ya hahaha,0
1226,sepi kosong cem ati,0
1227,adoh mending ajar baca dolo deh sbelum coment stat orang biar tidak salah arti tuh haha malu loh asal coment tapi salah wkawka,0
1228,sakit tidak-sih bro kaya nya sakit deh,0
1229,bentar lagi padahal pakai macet segala,0
1230,luka karena cinta ingat pada kita,0
1231,sudah lama sangat han pasti makasih banyak hanifa,1
1232,cihe zayn malik alay selamat ya wkwk iya pi memang jadi kaya anak punk cont,1
1233,makasih homo haha iya hapy birthday ayu heheh sudah tua saja nih hehe,1
1234,astagah sifat humoris scorpio adalah buah topeng untuk tutup semua luka hidup,0
1235,thae pkn susah sekali,0
1236,amin amin mba dew sudah lama sekali tidak-merasakan sensasi lahir jadi tidak-tahu ini sudah sampai mana progres hehe,1
1237,sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh,0
1238,ini bonbin memang sudah tidak-ke urus payah - - tabrak pagar zebra di kb surabaya mati,0
1239,mereka sudah punya teman lama saya lupa argh,0
1240,bikin orang kesal saja,0
1241,mana ada maling ngaku penjara penuh badan gede hsil kan gede,0
1242,macet coy menteri bumn,0
1243,tidak-ada beda parah,0
1244,kamu tuh suka munafik padahal sering liat aktivitas saya mirip gimana tapi tidak-pernah mau nyapa duluan,0
1245,huh siap tanggal ulum sunguh seram kenapa tidak-langsung naik kelas saja sih ribet amat mesti ada ulum -,0
1246,bigrt suatu sat saya akan jadi kamu tempat sampah sama seperti kamu jadin saya tempat sampah,0
1247,galau - bingung mau ngpain tapi malas mau ngapain,0
1248,ampe kalah awas kamu ya,0
1249,malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma ingin libur th huft at rumah seni triplek,0
1250,kasihan pasti nungu lama yah terus result a apa,0
1251,kamu kira odong bohong odong haha woy adi bawa krts,0
1252,ih wowo saya pemaf kok tapi maaf saya dendam tidak-ush minta akun kalau bwat di delcon picik otak kamu,0
1253,pas mau tepar tiba ingat tugas b indo mtk ekonomi - -,0
1254,sore nyomay enak nih hq indosat m grafit building nd flor,1
1255,cinta sekali sih tapi sayang tuh cewek tidak-ngangep wkwk,0
1256,jijik anat anak angkat call kamu jijik tahu tak jijik,0
1257,kami muak atas tidak pasti hukum di rezim ini hukum itu beri keadilaan serta pasti bukan ketidakpastian,0
1258,halah cewek jaman sekarang di-catcall sedikit langsung nulis esai di ig story soal harrasment dasar sjw lah iya,0
1259,baru sini dia lihat nipunya masa iya dia bilang gin yaudah mbanya istri polisi kan sini cium muah jijik sangat sumpah kena bibir kan lagi sini muah anjink - -,0
1260,sumpah saya jijik dengar lagu aaaaaaa aisyah jatuh cinta cantik hari ini saya cantik kita goyang dua jari aaah,0
1261,mantap tidak-bisa tolak itu sih maruk,0
1262,gregetan kalau nonton tv berita korupsi mele,0
1263,sudah ah jangan sedih kata strong sel -adit,0
1264,hina saja saya terus lama lama saya muak dengan keluarga ini,0
1265,yang salah siapa masa yang ngalah harus saya,0
1266,muak saya lihat tingkah kamu lama mirip anak begitu tingkah kamu masa kecil suram ya,0
1267,bodo amat bonek the jak tidak bisa akur kalau model mereka begitu jijik kalau harus satu mindset sama mereka goblok permanen,0
1268,bicara asal ngejiplak saja sok tahu sangat sih at sos wisma slip lt,0
1269,minum obat kamu jangan sampai sakit ye awas saja kalau besok tidak-masuk,0
1270,agak lelah nih,0
1271,ingin di pijit sekali rasa sakit semua kaki ini,0
1272,sesak sekali tidak-sih kalau pacar rebut teman sendiri yang rebut tidak-punya otak yang ngerebut tidak-tahu malu,0
1273,boarding pas dan nyata delay menit - - terminal saya others,0
1274,dalam hati saya nanti serah hati bagai tanda tulus cinta,1
1275,saya lelah saya bosan saya jenuh,0
1276,muka cemberut dont be sad baby,0
1277,cayo go go hahaha tidak-semangat sangat a jenuh gila ajar sendiri di kamar - -,0
1278,sudah panas perih gatal yampun parah sangat sih,0
1279,aduh mentang cantik jadi kamu bisa nilai kurang orang senak begitu ya jangan sombong mbak cantik itu milik tuhan,0
1280,walau ramadhan sebar energi baik harus lebih semangat banding belum terima kasih untuk pln batam,1
1281,selamat datang di ibs bulan depan kakak wakakakak,1
1282,oma dokter dika tolong pasangin gocar buat saya pulang ya downloadin aplikasi gojek sampai oma dapat gocar dan pulang selamat sampai tuju happily ever after,1
1283,kasar dia bilang kalau pakai lagi dengerin musik yang keluar selalu musik shinhwa bikin ingin joget wkwk xd itu nama autoreaction sih xd,1
1284,kenapa helat asi games yang akan gelar agustus nanti kurang gema karena para netizen sedang khusuk main tagar politik,0
1285,dudeeee please she s better than nyanyi dangdut generasi belum yang ngumbar toket paha gosip kawin-cerai dan lain lain situ tidak ngeliat dia lagi ngerubah image biduan di khalayak ramai,0
1286,hai para hujat kpopers saya pikir musik itu selera kaya makan mie instan kamu suka mie sedap saya suka indomie saya suka korean kalian suka pop ada yang dandut and more simpel sekali hanya masalah pilih yang nyaman di telinga saja kok,0
1287,rokok itu candu bukan arti tidak bisa henti karena nyata saya juga bisa henti dengan sadar penuh tapi sulit akan lebih mudah cegah si calon okok daripada nasehat si keras kepala yang lanjur puja dan hamba pada asap rokok,0
1288,ini salah satu sebab kenapa saya mending tidak usah punya anak cuma suka anak kecil lama masih lucu saja ya tapi kalau kasih makan anak kecil pasti jadi anak besar kan ya,0
1289,alloh itu maha baik dan maha romantis kalau dia bilang tunggu jangan lah paksa sabar tawakkal sama alloh ketika alloh hendak semua asa bikin merinding saking romantis,1
1290,rumah adalah tempat mana segala rasa rindu pulang tentang raga yang rindu peluk tentang kasih yang rindu sayang tentang rindu yang ingin pecah jauh apa kaki lang ada rumah yang selalu nanti pulang,1
1291,apa sama antara jomblo dan puasa ya benar sama sabar tahan diri dan tunggu nikmat yang hakiki percaya bahwa bahagia itu akan tiba pada waktu semangat tunggu buka,1
1292,ajar jadi oposisi mana partai ini kok nyinyir dan provokatif sekali ini tanda juga tidak mampu jadi oposisi yang baik,0
1293,lepas dari krim dokter alias krim klinik dan alhamdulilah tidak jadi iritasi atau apa yang tyda diinginkannn yang penting kalau mau out pakai sunscreen bep,1
1294,alhamdulillah saya syukurillah puji syukur ke hadirat allah swt atas limpah rahmat dan hidayah kita masih beri waktu dan sempat untuk bagi sama teman yatim piatu di bulan ramadhan dalam acara yang langsung pada hari minggu kemarin,1
1295,tuhan tidak beri kita hati dan mulut untuk keluh dan omel malainkan ia ajar kita untuk syukur lalu hati dan mulut kita selamat siang sahabat,1
1296,ajar agama yang tuntas jadi nga ngarang dalam hidup isa saja sebut alquran terus kamu mau jelek in isa bisa baca alquran tidak,0
1297,tidak perlu banyak berandai-andai hidup dunia real tidak seperti di film radit and jani guna pola pikir yang logis saja sekarang sih,0
1298,kalau ada yang paling saya ingin dari orang yang saya sayang adalah waktu dan juga sabar saya tidak begitu peduli soal banyak apa dia bisa beri materi juga janjibila dia tidak bisa sedia waktu dan tidak mampu hadap lemah saya -falafu-,1
1299,pas buka pengem sekali makan yang beda sudah niat mau makan mie aceh or nasi bebek pas jalan tidak tahu nya malah k bbs makan nasi ma pindang n urab kadang nafsu kalah ekonomi,0
1300,saya sbagai pribadi katolik bangga punya yesus dlam hidup saya sbesar apa msalah hidup dia tidak pernah tingglkan saya trima lasih yesus atas tntangan yang engkau brikan,1
1301,yang paling tunggu lama ini ya bukber sd smp teman yang benar bener seru benar bener asik dan benar bener yang lain sma tidak se greget itu kecuali anak pasti wkwkwk fix cepat kilat dan no bacod mandiri kalau ikut ya bilang tidak ya bilang benar bnr oke,1
1302,baru kali ini temu teman mau buka bisnis yang sama terus mau nyontek tapi dia ijin dulu kalau mau plagiat cuy masio saya gaisok gambar blas tapi ngerti susah cari ide buat desain bayar mahal ke orang laah diaa enak jidat nyontek,0
1303,saya tanya serius ya bila ngumbar ngember nama debitur ke media bukankah langgar pbi rahasia nasabah,0
1304,salah satu momen yang d tunggu saat bulan puasa yaitu bukber karena saya selalu ingat dengan pepatah jawa witing tresno jalar soko kuliner yang arti cinta datang karena makan yang d bayarin,1
1305,akhir akhir ini sering tonton kok makin seru ya finally saya mikir nyata seru ya karena waktu proses pnangkapan bagai kilah yang dikeluarka sama tersangk itu ya konyol semua kwkwkwk,1
1306,sudah tak usah pajang hadist atau ayat allah untuk benar karena jika kita niat baik sama sama tak ada jual ayat dan hadist demi benar pihak,0
1307,hati yang sakit dan rasa sakit oleh buat oranglain sungguh sedang sakit oleh diri sendiri hanya karena besar marah besar ego maka besar kecendrungan untuk salah orang lain,0
1308,oke mau cerita banyak euh jadi tadi barusan sekali abis nonton film lima gratis saya lupa sponsor siapa perempuan gera apa begitu betul temenku punya tiket gratis yang dibagiin di kota bandung wey keren kan ya temenku,1
1309,jika kamu suatu saat besar nanti mungkin kamu akan lebih erti tapi untuk sekarang kamu hanya cukup jadi dengar yang baik saja saya dan ibu mu sudah hampir tahun tak tegur sapa alas karena egois yang buat hub kami makin jauh saya adalah orang yang sangat egois,0
1310,perang itu sama teroris bukan bela teroris perang itu sama dakwah radikal bukan bela radikal bacot saja gede masih ingat kunjung usir nyali kamu seperti ayam sayur sok bicara perang,0
1311,jadi lokasi tepat di tengah segara ana yang tutup mangrove kalau siang sekolah kerendem air laut yang naik jadi anak sekolah biasa pulang copot sepatu mereka miris ngeliatnya sekaligus nampar diri saya pribadi,0
1312,alhamdulillah bahagia rasa ramadhan ini bisa jembatan syeh dari palestina untuk hadir di beberapa masjid di pelalawan pada hari waktu dan tempat yang beda,1
1313,seringkali kita luput sadar betapa banyak kita minta cinta dari orang lain betapa bnyknya kita mminta perhati dari orang lain tapi betpa sedikit kita beri cinta dan perhati pda orang lain,1
1314,ada seri asli buku pertama joe punya koleksi semua cerita keren mbah travel blogger ini gara buku unit inspirasi keliling indonesia,1
1315,pakai sure belum ngatain orang lain jelek you lebih kece pakai sure belum ngatain orang lain tolol you lebih cerdas pakai sure belum ngatain orang lain drama you bukan orang yang baperan,0
1316,elaah serius amat blek orang pintar tidak pernah rasa pintar kalau dia sudah rasa ya arti kurang pintar tugas kita ajar supaya tidak seperti doi,0
1317,alhamdulillah ala kulli haal jazakumullah ntk pak arief dan pak basyit atas bimbing arah coret revisi omel dan bagai lama semester ini sehat selalu ya pak tetap inspirasi,1
1318,subhanallah tulis jalan pak ini luar biasa my respect for you abah mosque of laredo,1
1319,baru tumpang yamg mau naik kadang saya suka gemessssss mau turun mereka ini sudah jubel pintu iya sih mereka cari nafkah tapi jangan seperti ini biar kami para tumpang turun dulu trimakasih,0
1320,kuat tidak iman orang itu bisa lihat saat doi mulai jatuh cinta cinta tuh ngeri sampai sampai bisa bikin orang korban iman demi cintaaa,0
1321,satu jam yang sia itu akhir bikin saya kaca sama diri sendiri berapa banyak waktu orang lain yang sudah saya sia ketika saya tidak tepat waktu penuh janji dengan orang lain,0
1322,netijen yang rasa bahwa diri maha benar tambah dengan lingkung sosial di negara ini buat lawan sexual harassment jadi sangat sulit they normalize that time to speak up jangan mau diam saja jadi korban,0
1323,iya tahu ko paham juga yang nama pisah itu tidak enak tapi gantung bagaimana kita sikap dan tidak harus benci apalagi sama mereka yang tidak salah apa cukup dengan sikap kena seperti itu lagi,0
1324,tuju sangat sama ko ernest karena telah beberapa bulan baca story di ignya catwomanizer nyata banyak sangat perempuan sama laki yang gaberani bicara kalau mereka leceh dan jatohnya jadi trauma umur hidup lho nyata ini nyata bukan rekayasa seram bayanginnya,0
1325,oh ini to oh hanya gin saja to kamu kami dukung ri bukan kpk kamu itu tuh yang di merdeka selatan yang ada tapi mirip kaga ada,0
1326,alhamdulillah hari ini masih beri sehat dan sempat untuk ukir buah kenang agar kisah hidup kita makin hari bijak sedia sosial dengan dukung koneksi internet yang lancar,1
