tweet,label
mbak hobi carmuk sok pahlawan kebengenan serah serah jatuh tau keburu ngurusin urus biar tuhan terima balas,0
rangorang sok suci sok hidup inti gin nyebur got got kek gimana kenal orang beda ya sok,0
inti cari teman mah pilih buruk dideketin biar oh gin oh buruk mah sosialisasi kamar ae diam garuk jembut,0
motivasi awas milu awas tps suara curang pilkada tmarahang rawan yah calon tunggal,0
dearest terimakasih sedia mute orang anin cari kali butuh sehat murah rezeki ayo semangat garap ensenang your ahead luvvv,1
mimpi absurd malam nongkrong toko makan martabak duduk nongkrong maksud disamperin dian sastro martabak nongkrong bicara lupa doa bom tidur,1
pas gym eike nimbang timbang tanita nya pas eh nnya eike bilang instruktur body eike cucok eh langsung donk member body kaya kwkwkwkww senang inspirasi orang,1
beb selamat ulang yaa ayu popo crew nunggu wib loh semogaa cepat mup on atta btw si clara ngeblock donk,1
beli libur uang halal mbak apasih korupsi uang haram mah tindak pandang orang sprti salah mbk and the last everything will come to you in the right moments,0
hahahaha namany villa salse hotel warung bagus sih kak nyaman bird park,1
final putus nya juni prlu extra hati gunain aplikasi prjalanan hotel maklum dana trbatas sesak ad,0
cinta jaga jaga,1
hah kemarin gitasav sexual harrasment gitasav tristan sih merespon helm those are two different cases kayak ya salah paham kemarin kontra gitasav case,0
back to maba lyfe jam gin pulang kos motor jalan gelap sepi takut berani yallah gin minggu kuliah quat quat quattttt,0
ya salah si mbak dishare ulang postan mu iku grup tenggelem kirim poto poto gregetan mbak karo koe,0
before sakit pas kerja bb turun after sakit huft tulang pundak lihat heran pipi ngapa tirus,0
binatang hitung minat benih ikan alhamdulillah nyata tekun ulet kalah alami hebat cacing sutra,1
ramadhan kareem alhamdulilah hasil selesai jeruji kuliah dukung orang tua wkwk kado ultah laaaa,1
orang hutang ulang ulang sih tagih neraka no,0
ooalaah mata rabun baca ayam usir bingung tetott mitsubishi terios yaak kiri terios terios bang ayok terios,0
terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga partisipasi acara buka puasa hadir sinergi isi maju pariwisata,1
sore ngiler coto rumah keburu capai lapar malam buka kulkas temu indomie coto makassar alhamdullilah,1
marah lampias hati ku hati kecewa moshing surup maung,0
pisau mata tikam orang nya tikam nya tikam orang,0
alhamdulillah yallah kasih kode mah ngode spesifik langsung tag pancing,1
lambai tangan pilu dada kasih sayang air mata linang asa teluk bayur,0
bicara media menteri bawa kamera alpha pas harga body only juta lensa sobat qismin ngangguk-ngangguk,0
kalah kalah pamor ya ngomongnya njeplak wae lemah orang cipta benci sebar berita hoak orang tokoh nasional negeri bicara k,0
suka heran ya abang abang makan siang rumah makan kerumun orang puasa malu nya lho,0
ya beda goblok via vallen suka goyang seronok skg better seronok coba ngubah image nyanyi dangdut sensasi negatif kawin-cerai main film syur,0
reformasi demokrasi negeri nyata orang pimpin ambil contoh nya generasi muda tolak,0
beda ketemu papas sapa pulang orang bilang tengkar malemnya terima chat isi si geblek haha,1
ajar sih diingetin sekian kali peristiwa syukur syukur kufur jalanin hidup ensenang bawa ribet,1
bilang kena sexual harassment pakai baju sexy pakai bikini please pakai bikini ya sesuai pakai niqab pakai seragam sekolah pakai baju kantor korban,0
bos problem solving ya akar ya instan tar rusak rusak teroos,0
si senyum ngeselin bikin hepi haha bawa bahagia liat nih anak perform laku bikin kangen adik aneh ngeselin ngangenin,1
hepibesdey canteeeekk umur pribadi moga cita wujud langgeng,1
sah fans persija bela main klub favorit persija bapuk lihat via vallen simic mikir,0
malu at least ngrasa dosa takut tuhan heee jepang koruptor langsung nebas pakai samurai korea langsung sujud khalayak undur pakai,0
secret admirer mah instagram difollback doi langsung bikin teman temen mah doi orang suka follback follow ampe olshop difollback,0
bodoh telat sadar tutup aurat ya loh bodo d rumah tamu non mahram sepupu laki,0
iya dm twitter sempet ngeliat hapus foto konser sue macem jelpi suruh tutup sih bodoh sih,0
baper tbtb post hahah so grateful to have known them laku goblok main game ajar kabur ekstrakulikuler hukum guru pinjam tugas nyontek makanin teman ngebully marah,1
dehhh tulis favorit ngeluarin buku gin pusing po u buku ramadhan sale bayar,0
pakai pasar bayangkara pasar senggol pilih pakai syukur,1
alhamdulillah makan sahur bareng mbah gugel walo cerewet,1
nya tuh simple sesimple ngeliat panah nunjukin bensin motor apaansi nama gerak arah full,1
elu anak perempuan ngalamin leceh anak elu suruh woles ignore ciri bakat gagal sih tolol,0
untung rapot orang tua ajak sharing paham aman nilai anak hehe sempet curcol rapotan yaaa ku butuh tenang kutat sop,1
mandi kali makan tuh afdol gerah lengket bawa mandi tidur enak tidur rileks nyenyak,1
kuat jaga harga woles harga leceh adat timur disamain bablas woles dilecehin situ perempuan,0
orang orang ramai twitter riweh nyiapin nobar piala dunia nobar durasi acara jam,1
beres nih cari jatuh da gedebuk jatohnya cari cari cari pedahal tuh posisi pindah pindah kaca hhhh why sih kesal,0
parah erti fitur sms banking i-banking okay i m done btw terimakasih sabar hadap gapteknya ketulungan moga alam semesta amin chatmu ya,0
kasi presiden jujur tolak kasi presiden jujur humble tolak jama orde biar ngerti bisan ngelu presiden ganti,0
bangun tidur tumbang gara malam bukber isi es eh barusan ajar minum es hani,0
iyaa efek speak up agam jatuhin sih lihat gerus mental ngatain speak up lebay mental mental pe,0
cita jongos pola pikir batas jongos kapasitas otak mumpuni unt tampung berfikir tulis,0
saudara anjing cuuk jancuk hahahaha pribadi golong tagih gih orang hahahaha,0
tadu canda inshaallah pisah biar berat egois moga sukses ya,0
ter-oon download sihhh abis gb download about time episode miss hammburabi episode,0
bobotoh lucu sih salah pakai tau uka si via vallen pakai pakai sexy lihat bentuk tubuh,0
bahagia sederhana pribadi ngeliat orang bahagia jalanin orang bahagia sih good vibes ngejalaninnya thanks god,1
muasalnya gimana orang lontar komentar nada amin doa,1
kuliah pas pulang ngeluarin motor parkir bengong alhasil lupa bayar parkir selonong ajaaa keingetnya pas maaf ya,0
tinggal persis nyata,0
iya jelek muka si taka foto lihat kawai nataku cowok langsung hati alay bet nih cowok,1
darimana walikota a c bonceng motor traika lokasi bom jiwa bonek kritik dpr mpr tangan jabat tubuh bungkuk ag,0
jarang temu rapper om eminem kritis nan epic nyinyir sih beda tipis alm tupac bikin album macem bikin buku sejarah om ice cube paket aktor,0
trending topic trendy pro kontra wajar komentar dilakuin doski caper lebay nyalahin nganggep salah joget dangdut cek posisi otak pantat barangkali ketuker otak isi full of tahi,0
kaget sih jorge lorenzo pindah ducati honda kabar ngebet jorge deh good luck deh jago,1
sederhana cinta rumit cinta hehe pikir alternatif tuju,1
kesal sekesel kesel kas via vallen berani speak up hujat hujat perempuan sedih ya cewek suruh si via vallen diam leceh loh dilaporin polisi,0
innalillahi wainna ilaihi roji un undang dasuki salah dosen pulang semangat tiru kenal,0
maaf khilaf beliau hidup beliau pulang moga almarhum insyaallah khusnul khatimah amin,0
salah sangka hasil buah kekecawaan kecewa dasar alas kuat situasi clear lucu,0
pacar isi foto selfie aktivitas pacar tunjang ldr pacar hilang foto ganti foto citra orang kerja lapang preview desain,0
salah sangka hasil buah kecewa kecewa dasar alas kuat situasi clear lucu,0
berlajar prosedur bedah makan sahur ah buka youtube nonton proses bedah dentoalveolar sanggup makan nutup laptop udahlah makan makan deg deg an,0
kaya ya netijen leceh seksual korban salah posisi korban sederhana ya orang korban respect si si laku malu,0
didik budaya malu perkara kelahi kandang lawan kandang macan naluri nenek moyang n,0
hancur buah foto paham arti foto,0
isi kalimat manis redam penat sembul semangat mood booster gombal hilang ganti omel versi digital bos suka pedas bikin trauma buka,0
buka puasa minum makan goreng malam makan bakso cabe rawit sendok makan abis perut langsung lilit,0
instagram hits hype parah kece followers cakap cakep bikin story rajin gilir stok foto abis lari ajak hunting anying ya pikir gengsi bawa mati,0
please bawa nama anak muda bro debat pakai data nyinyir serasa generasi milenial literatur,0
ooo berisik emamg d sumpel si d kantor sepi ki jepangnya suka dgrin lagu pk sumpel bosan abis,0
alhamdulillah listrik nyala warga takziah diam almarhum warga wafat terima kasih cc,1
satpam komplek perhati nanyain pulang jam jam malam motor kunjung nangkring teras,1
pas ajar sepeda dipegangin eh perlahan lepas kayuh sepeda detik hehe,1
bikin surat hilang habis dukcapil dibuatin suket nya usaha masak bilang ngurusnya niat hehe,0
bpip badan beking instruksi presiden bpip bina orang bpip super pancasilais ketua anggota nya pancasila kah uang efektif guru sekolah,0
mata kiri nih kena bintit sakit benjol ujung pelipis mata benjol kanan kiri sih tuh siksa butuh kerja rodi,0
nyata ganggu telinga malam mulut jubir perintah ali mochtar ngabalin perintah representasi tuhan muka bumi dekaden nalar demokrasi pandang biar kuasa istana nyata tua tuh,0
mending suruh makan tali kopling duit miliar mah duit miliar enak duit beli tali kopling makan tali kopling puas,1
kabar keluarga madiun gajasdi mudik bekas tiket beli h- sekian batal and me gapunyaa tiket mudik madiunnn hehhehee,0
gewlaaaaa njir froze her eggs before marrying huhu nikah si mbak anak calon suami huhu,0
serah ku sayang lawan dunia rendah sayang darah,1
klub numpang pemprov hahaha stadion pribadi manajemen baya kah persija sewa gbk ribet hahaha jancoook jancook,0
puasa badan kurus lebar klimaks pas raya gemuk ya,0
cringe ya hahaha bilang kenal bro yaa ketimbang hahaha sadar sahabat manis terima,1
rafinha main bola endorse mainin gitar tangan kanan kiri kiri kanan dibeliin gitar emak,0
tangan malak bilang bonek the jak cerita bonek bela ama ramai ribut teman teman kabar bilang bonek serang theja,0
kadamg kerja kelompok egois ken kelompok orang sifat gimana ajar kek gimana yaaa temenan enak borr kelompok orang rajin ajar apatuh mah,0
minggu asa rahasia kabar angin cemas utus rindu temu kamar smith,0
modal walikota solo takluk belantara jkrta susul takluk nusantara dukung taipan media sosial mustahil konsekwensi komando taipan,0
bukti contoh nakal ayo bang do more talk less while leading,0
damai ku lihat mata nyaman samping warna ku ceria sirna tinggalkn luka pergi bawa paruh jiwa tuk ku tangis eeeaaa,1
dasar mental maling ringkus salam metal maling maling,0
gub kaco manusiawi mknya pantes pengharhaan penjara bukti,0
spade th ditemuin tinggal gantung aptnya bantu suaminy andy spade apt y allah bhkn sukses kate gin syukur n nikmat hidup fix pakai katespade to honor her,0
sih situ mikir kerja tugas sok liat acu kerja nih bingung tolong ya situ ku alibi,0
kreatif suka lempar salah jabat pintar bicara utama ngeles cuci tangan selesai,0
omg parah insom ngantuk mata seger pikir kacau sih kayak gin efek pikir tegang n hawa suntuk kesal kemarin hiiiiks,0
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk,0
bagus moga dangdut takluk asia tenggara nya kirim tki dangdut yeay,1
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk,0
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk,0
otak koruptor berfikir koruptor orang gila harta orang gila berfikir positif,0
goblok si temu wrp jaman seduh susu coklat minun abis iseng liat sachetannya eh pas liat wrpnya expired wth are fucking kidding me,0
lelaki jaga nafsu jaga pandang burung atur nyalahin pakai perempuan pakai,0
sahur buka disiapin ibuk kakak susu ganti ngurusin anak kakak haru jalan ya,1
situ timur pakai tutup tingkat sexual harassmentnya buka tutup pakai iman nafsu jaga kalia,0
mayoritas hasil paksa paksa lihat mayoritas mayoritas sulit,0
smp era an kenal bangsa malu an muncul virus malu kembang tuju bangsa malu tangkap kriminal gaya selebritis kamera bpip basmi virus hasil kerja bpip,0
tidur jam jam kayak bawa tidur cepat capai gedebugan tidur,0
dosenny enak diajakin bicara terharuu sih ngobrolin tesis suruh leyeh malaikat turun dosen sih subhnallah,1
dm marco simic pakai senonoh marah ngedm kenal balas duh mbak via vallen mah orang huhu,0
jam hening ku sentak bungkam sadar ku jatuh hati orang ku lihat foto nampaknya polos indah mata ku senyum,1
hehehee pengepo alhamdulillah da kabar mlika kuliah gendut kabar gimana da kabar mindis mindismu,1
bunga orang gadis jarang ku lucu henti jatuh hati,1
hepibesdey mbaak canteeeekk umur sehat mulia pribadi tel yee simpenan orang,1
ngehe sekale upload video jam malam jam pagi kirim server nya tidur bangun sahur - -,0
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk https,0
bikin reak kanan nang jejeritan rumah mbak trihanggo malam cuci jemur samping rumah siul gelap pas diamatin buset sugus kain mori nya kusem mukaknya hita,0
aneh malam rokok burhan tinggal dasbor motor apain taruh sahur ma iffa motekar eh rokok aneh las parkir dimotekar deketin motor,0
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk,0
minggu tinggal marah sesal maaf tinggal,0
lega ngelepas rindu yaa jemput stasiun main rumah but for me it s been very,1
aneh honorer karyawan atur uu tenaga kerja hak wajib nya kayak lapang deh monitor sistem kerja skpd,0
mundur buah penghianatan pagar tribun suara bangkit semangat main lapang suara,0
poin artis wkwk alhamdulillah sehat sibuk ma anak sibuk ma suami sibuk nikah rosa sibuk koreanan haha,1
masuk kerja gaji asa ngrasa cukupcukup sj butuh,0
bunga orang nyinyirin hidup bahagia bunga pot nya lempar astagfirullah,0
cewek galak cewek goblik pakai feeling pakai otak egois baper lebay semena empati manja salah responsible lempar tanggung wait cowok sih arti dasar galak wqwqwq,0
pacar kerja sift jujur lumayan nga ena - libur berangkat - berangkat libur - libur abis sift malam capai tantang sih ngeliat orang pacar mudah jalan alias bacot huhuhu,0
pray for bla bla bla save bla bla bla emmm doa pansol taek soksokan iba ditanyain iba ooo biar elu bilang orang care dunia hmm dunia maya yaaaa taek,0
moga tuhan senantiasa langkah hubung kuat hadap uji hidup i you,1
ribut via vallen ya sih nyinyir mah orang main sepak bola bla bla bla eh gausa d ss kali coba nge dm orang pst bla bla bla nyinyir bau anyir nying,0
korelasi puasa parkir kosong marenmaren bikin emoshi tyap gegara sulit parkir gilir bawa mobil kosyoong melomponggggg,0
langsung ganti status facebook pacar putus langsung ganti status facebook lajang,1
tutup aurat mu leceh pakai wangi wangi cium laki laki tanggung dosa,0
bege paham sih kasih peluang ko ya persentase inti gin si informasi rajin hak rajin biarin usaha cari,0
yaudah ignore mba via vallen aneh elu bikin perempuan berani speak up rasain mens empati,0
seram ya staf nya wanna nge dm in fansite copyright infringement actually sih langsung mati fansite culture,0
berita via vallen dm main sepak bola kes goda sexual harassment liat komennya bilang lebay publish kek parah nyinyir perempuan miris,0
kemarin lusa break kantin ceo duduk samping cerita life after marriage nya unik beliau pesan hidup mantan candu narkoba hati thanks god you saved me from the wrong people,1
bentuk leceh leceh halah yaelah kali sadar sih cat calling masuk leceh lohh,0
email traveloka telfon call center kali faedah nyepam facebook penuh maki garuda eh malemnya masuk transfer wqwq gantung maskapai kayak sodaraku ref,0
ya dengar langsung jengkel suara speakernya grebek lengking ganggu sih mah,0
kptusan pmrintah mmbyr gj thr sambut gmbira pns pensiun provokasi presiden bantu rakyat salah cari celah upaya hukum bantu rakyat impeachment bantu cari solusi ancam,0
syarat traveloka info detail alamat sesuai ktp gaji muka tampan kalimat untung kesan undi,0
membenco hujan sore kecewa pergi mentari sinar lenyap kisah,0
benci hujan sore kecewa pergi mentari sinar lenyap kisah,0
iya sih diharapin hidup sibuk dar cerita susah sahabat susah nyarinya syukur sahabat dikalan susah sisi,0
kubu suka mempolitisir agama kel wiro sableng parah nasib bangsa-negara abad cerah move on agama,0
aneh wanita dilecehin ngelawan dibully gilir saudara perempuan dilecehin ngamuknya kaya surup setan se-neraka bully korban perempuan,0
minat acara jenis acara cengengesan cerdas buang manfaat malu ya bikin acara kek,0
anggap sexual harrassment wajar arti l nte alias senang ngelecehin via vallen speak up tindak warning laki cewek laku,0
donggo pecah belah nkri tindak bpip,0
cerita malam bubar eh doi tugas jumpa eh motor bawa sepupu akhirnyaaaa jumpa jam mata merah mukacapek ngantuk siaaaan makasih,1
cewek tuk kasih rang orang nih cowok suka gampangin cewek biar ciwi sn waspada suka digituin ya serah ya orang populer bikin sep,0
selang kalah kalah mundur langkah p o v nya clear analisa fokus and well tahi evidence nya papar muka ny bodoh sadar,0
senang digodain anak ngebayangin qasidahan syair tweet iklan viral hahaha,1
congratulation selamat ya adik cewek lahir putri kakak suka cita syukur senang selamat allah swt prosesing salin putri nya malam kakak doa moga putri nya putri shalihah,1
selamat pagi generasi tik tok kadang kepala suka getok cekcok ajakin seru an faedah,1
hadeee bicara sesat pikir mbak sadar pikir verbal harrasment cermin twit anak suka digodain pakai tytyd gimana vv mayoritas cewek selera terima digituin diam,0
bahagia donk ajak jalan mall suruh jajan jajanin si mungil galau lihat baju ungu cantik bilang sih diiyain emak kudu waras,1
nama hijrah orang pindah tuju rizieq orang buruk lari hijrah negara orang,0
orang marah bilang pks lahir koruptor oknum goblog oknum laku kelas kroco kelas kakap presiden oknum projek tipu presiden parte,0
teman cerita susah lelah suruh bikin sanlat mikir hulu hilir dibantuin sibuk kerja,0
terbege minggu hidup alarm jam weker jam hp bangun mati tidur ujung bangun siang oke syap,0
terbege alarm jam kamar bangunin teman eh temennya bangun kamar eh tidur bangun pas adzan subuh sahur oke syap,0
maaf kalik beda perspektif mah wajar lebay mah ngapus twit neg bela simic slama vv lapor pulisi bhwa korban leceh mah urus private bdua dm awa,0
bikin status d sosmed ngejelekin pacarna-cewek gilir d hadiah ajak jalan d bikin status muntahin ajan,0
kabar ku pagi tagih uang giat sekolah spp hmm ukk nya selesai lebaran sah jajan n jalan rumah sajah,0
salah pagi play hourglass yaampun mellow wanna one capai missqueen pikir pisah tuh ewhh,0
ngabalin tokoh salah tuh hidung gede toko sorban kali ya,0
perempuan opini goblok astaga kasih free cowok kali ya b gila sih kesal baca,0
birthday sari all the best sehat sukses cita cinta moga sari keluarga lindung tuhan amin,1
tinggal my partner mudik fight malam alhamdulillah bantuin gooks maksi bet brother free kopi yak,1
ri harga bbm rakyat bbm beli sukur beli ya serah demo silah ciduk pmrintah lawan,0
orang teman pas kuliah ngatain jokowi perintah jokowi ngechat gimana sih tipsnya biar lolos tes cpns,0
ku syukur pas nonton fm ngerekam pakai hp kamera professional wkwkwkkw tengkyu mecima bando suruh lepas sebal ya orang ngerekam pakai hati ngerekam lewatin kepala kali serakah,0
bentar bahak hahahahaha gempa lokal potensi tsunami tsunami lokal risau,1
ngehujat biar sexual harassment rajalela goblok dilecehin suruh marah tolak maki ya mempan laku sexual harassment laku via vallen pengaruh karir si simic ya resiko simic goblok,0
ajar main bola biar sembarang perempuan asa kontol bagus dunya kalyan bebas perempuan tolak speak up leceh kalyan,0
terkadang sahabat pacar dar curhat tengkar ya -sofi tahun- pacar teman kadang curhatnya suka kesal pacar marah ku sleding kelen,0
warga ntt suka tuju klaim tuhan nusa tenggara timur caci maki berani kritisi timses vbl amp,0
puncak marah maki orang peduli coba cari perhati,0
puasa jepang ku masak buka makan indonesia hasil imam pakistan bbrpa jamaah sahurrrr,1
tok langsung kereboot otomatis bbnya lelet nekan ya jalan nya copot batrenya biar restart produk gagal merk ramai bondong beli hp hany,0
mnm air putih malam y ma tambahkn garam tensi mama abs tuh langsung istrahat lh y besok pagi mama check up k dokter pst diagnosa n pengobatanny get well soon y sayang,1
habit acak daulat nkri kabur to bilang rendah hati sudut kecoak mel,0
yah asik main nexian messenger nxm sempet chatingan bareng raditya dika wlwlw habis nexian koid alih bebe,1
salah salah moodku bagus lihat moodku suka ubah,0
i want bb ku the bb kepler putih liat chat history ku kelas baca ulang i wanna know what did i miss,0
warga jalan daerah rusak parah tolong perintah celaka gara-gara jalan rusak warga perintah tunggu celaka,0
suara harap suara dewan dukung bubar kpk bubar dpr,0
ngeselin klien fee kaget elu bayar dokter konsul hitung menit rela bayar mahal psikolog konsul - menit jam bagus ketemu akar hhhh,0
ngapain repot cari dijelasin macem orang benci tutup mata telinga urus repot,0
update kesal kesel mending update resep makan buka sahur takut kesal negatifthinking astaghfirullah,0
a ngatain orang gmau dikatain jaga tuh oceh gilir dikatain bla bla bla baca tuh sapa ngatain,0
ensenang indramayu pakdhe moga pintu tol pusat kota indramayu mudah akses tol cipali indramayu tol cipali warga sulit nikmat last but not least klalen mangan pindang gombyang ndas manyung pakdhe,1
tolong tingkat layan gara kurir masuk paket telat jnt cabang paskal bandung sih gara olshopnya jnt kirim ogah pakai jnt layan selal,0
salah alm jelang ajal bentak marah beliau moga beliau sudi maaf,0
goblok kafir bilang masyumi vs pki zaman soekarno soekarno bubar masyumi zaman soeharto masyumi izin he anjiang rok ang lai baco ang jiang,0
foto bareng nikah teman bareng pakboss ngeliat si mas kurus lihat sakit selang chat perihal kerja and he said sakit rawat rs,0
i jago komentator analis bal-balan salah nalar logika harrasment via vallen dangkal picik malu,0
sukarno bubar masyumi lai jaleh dek ang jiang masyumi vs pki sukarno bela pki zaman si jok bos mega anak sukarno bubar hati alas bubar masyumi,0
jago komentator analis bal-balan salah nalar logika harrasment via vallen dangkal picik malu,0
pulang sekolah ceplokin mam bakso mah sesimple boro pansos an era ig ajang hebat an bikin otak remaja sehat,0
good job jadwal kereta arah bogor beranta jam gin,0
worst sih usaha buka hati orang yaduuu capai tunggu orang eh apes part,0
btw kemarin senin aing tolol ngantri starbucks mbak nya panggil nama kak roy aing tertawa orang nanaon ieumah keinget roy kiyoshi,0
ajar untung usut kapok ajar temen-temen jatuh,0
teman ruang bilang mas benjol saraf kepala lusa kabar iccu pindah awat si mas kena meningitis,0
sedi tuh baca in komennya jahat nyumpahin biar kesiannnn ya digituin enak asa langsung harga malu minder aing orgnya trauma,0
maksud dilecehin verbal awak mbak via vallen marah semalu tahap perkosa ya biar tahap berani speak up tindak leceh biar laku mikir,0
sinis tegur kumpul kelas doktoral jokes sexual arah harassment or abuse really korelasi deh sekolah perilaku,0
canda tertawa kisah tulis carik kenang harga -cinta sayang kenang ulang terimakas,0
pancasila diuangin thr dipaksain didik dijualin otak dikandangin kampus disatronin periode dibatalin,0
baca komen-komen ig via vallen miniatur mentalitas orang indonesia sikap leceh seksual verbal fisik,0
kesal bet sekdes ribuuuut kirim foto batik pas kirim buka - - males buka chat,0
yah arti dosa nyokap suruh guaa beli kopi ditanyain kmbaliannya yaudah inisiatif tabungin,0
and ya gitasav sih same case different reaction d gitasav orang salah fokus gitasav ngerespon helm d via sih salah fokus grammatical error nya via sempet sih,0
yailah kerja nyata tanggal kerja bengong gedung pakai graduation kampret dandan,0
system canggih n inovasi lihat sgl mudah rakyat terima kasih jojowi n tims kabinet sukses n sehat,1
well jujur air mata dengar kabar bubar kesan tertawa bareng bareng diskusi yah batas chat group line sepah sepuh fans tuju,0
pit against another women utama laku senang wanita hati empati leceh instead of lawan anggap senang shame on them,0
dear wanita anggap speak upnya via vallen norak kampung patut kasihan leceh berani speak up nobody cares for you its your own fault and dont blame others for your lack of empathy,0
kesan via vallen vs persija sih wanita vs sexual harassment oii bikin kesan persija dukung sexual harassment simic ngawur layak ganjar karir bola ganggu uno wagub,0
jokowi kalah hati bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit politik balas dendam bangkit minoritas tekan mending pisah nkri tetapjokowi,0
sedih putus mantan asoy ngebuktiin cewek cowok sayang type udahan hubung cocok salah,0
kenal nikah anak listrik mantan temenku sih anak ku mas nunggu wisuda nikah begimana si yak,0
tunggu drama pakai jasa bocah polos orang usia fakir miskin plus adegan peluk tangis,0
jahat mbak moga mbak korban sexual harrasment yaa mbak biar leceh kesal baca bilang tolol si mbak,0
ya allah tuhan ku kuat baca komentar via vallen akun doi gosip ig nang liat akun cowok enteng nganggep cewek tega julidnya,0
logika tweetnya muter-muter situ pakai banding nikita mirzani dp yaelah kecoak terbang,0
lorenzo puas lakuin rossi juara ducati honda juara pabrikan syukur juara dunia,1
hati loh rek gemeter gimana nontonya palagi cermat lirik arema sejati mah rasain,0
rakus piza laginadianti,1
iya ya bodoh si dana jatuh lubang wkwk tidak-kuat nih capai,0
jengjeng nyanyi pakai okulele simak oh simak susah sih lu- -,0
godan shoping kutuk kesal,0
hahahaha alay ngancem nya ngereport spam,0
anak nevolone marah grgr anton,0
erti cinta benci tidak-pernah kenal,0
donk semangat ya finis muda ajar ict nya olvyt,1
sore kak rica makan d semangat ya kak,1
amin mokasih yo enak selamat ulang da ade sukses d,1
hore hihi moment ye capai sih senang,1
haha iya deh tidur p bagen sehat wkwk,1
tiket gratis nonton blitz tidak-ada ngajakin nonton ginidah angus,0
habis manis sepah buang ngomongnya manis ujung drama,0
malam tonton belah pas lagu parklife sing along-nya wasweswoswasweswos parklife,1
oke terima kasih,1
alhamdulilah tmksh tiara to cantik dart ava oy,1
pacar rugi bayar kebahagian terima kasih alah engkau adil,1
oke lupain ya urusin adik an gih,0
lagu kayak hits enak sih ensenang just give me a reason by p nk at kara s rom,1
hayuk ah biar ramai liat acara waisak,1
udara dukung makan abis tidur hoam o,1
samasama ya makasih makasih fans selamat anak rumah d,1
selamat sore raper tampan,1
mkasih aji selamat ulang,1
wasit kemarin pimpin nya bagus apan,0
enak bin bakso d makan bakso pedas enak kali ya,1
wkwk oke d,1
oh sabar ya video anime ran apus,0
salah ya hm- -,0
sakit lepas orang sayang salah sakit tahan orang salah ouw,0
yaelah beb an cowok beb an temenan coba ngerti sih dendam,0
mah nyengir stay emot sih sat us kaya tidak- sat bahagia,0
hehe iya sakit fir - -,0
ngotak tidak-usah pakai emosi egois bngst,0
nungu bis hahaha tidak-enak tol kebon jeruk - tomang,0
haha jujur ay bohong haha bohong jual hayo,0
lawan mah menang nya ta tidak-enak p,1
makan salah tidak-makan salah sih nih tengorokan - -,0
teman nusuk blkang alem mulut bocor tengkar kali ber sayngnya gabakat ngadu an - -,0
dunia keras hadap lembek ya tidak-usah hidup,0
hati cemburu that s great kep positive thinking,0
sifat buruk,0
hapy weding sri rori keluarga tuhan god bles us,1
iya orang egois,0
cewek jan ah dweilah apansi ha apan o,0
jakarta bilang tidak-ada ajak main pas jogja ajak main pas bacot,0
gagal aniv yaks sabar ya galau,0
tft nur indah wkwkwk senang y d,1
enak enak tuh p hapy lunch late,1
gila jatuh cinta,1
tidak-ngejer cowok orang yeh jls tolak mentah,0
okok yung eciye curhat sms ya wahaha tragedi serius,1
tidak-enak bada pulang kerjan ya,0
umur omong kaya tante - -gue suka bocah sd culun polos,0
pusing guweh,0
rekam hancur si otak jongkok sok pintar,0
komix haha iya nih hahaha d batuk bu aji aha uhuk d sepi,0
niruin sistem sekolah tidak-kreatif sekolah norak sih ya pakai ungulan ngeliat ungulan ya hahaha,0
sepi kosong cem ati,0
adoh mending ajar baca dolo deh sbelum coment stat orang biar salah arti tuh haha malu loh coment salah wkawka,0
sakit tidak-sih bro kaya nya sakit deh,0
bentar pakai macet,0
luka cinta,0
han makasih hanifa,1
cihe zayn malik alay selamat ya wkwk iya pi kaya anak punk cont,1
makasih homo haha iya hapy birthday ayu heheh tua nih hehe,1
astagah sifat humoris scorpio buah topeng tutup luka hidup,0
thae pkn susah,0
amin amin mba dew tidak-merasakan sensasi lahir tidak-tahu progres hehe,1
ngfolow semenjak folow back aneh,0
bonbin tidak-ke urus payah - - tabrak pagar zebra kb surabaya mati,0
teman lupa argh,0
bikin orang kesal,0
maling ngaku penjara penuh badan gede hsil gede,0
macet coy menteri bumn,0
tidak-ada beda parah,0
tuh suka munafik liat aktivitas gimana tidak-pernah nyapa duluan,0
huh tanggal ulum sunguh seram tidak-langsung kelas sih ribet mesti ulum -,0
bigrt sat sampah jadin sampah,0
galau - bingung ngpain malas ngapain,0
ampe kalah awas ya,0
malas ya dinas malam orang tidur kerja sh libur th huft at rumah seni triplek,0
kasihan nungu yah result a,0
odong bohong odong haha woy adi bawa krts,0
ih wowo pemaf maaf dendam tidak-ush akun bwat delcon picik otak,0
pas tepar tugas b indo mtk ekonomi - -,0
sore nyomay enak nih hq indosat m grafit building nd flor,1
cinta sih sayang tuh cewek tidak-ngangep wkwk,0
jijik anat anak angkat call jijik jijik,0
muak hukum rezim hukum keadilaan ketidakpastian,0
